status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
146505212039213_2691269530896089,The former first lady is living life to the full right now!,"Michelle Obama Finally Reveals Her Natural Hair, Internet Loses Its Sh*t",link,http://www.unilad.co.uk/fashion/michelle-obama-finally-reveals-her-natural-hair-internet-loses-its-sht/,2017-04-04 12:50:00,4104,555,133,3676,347,9,62,3,7
146505212039213_2691221440900898,This is absolutely fascinating...,Scientists Amazed To Discover Previously 'Unknown' Human Species,link,http://www.unilad.co.uk/news/scientists-amazed-to-discover-previously-unknown-human-species/,2017-04-04 12:15:00,2085,142,362,1937,53,81,12,1,1
146505212039213_2691179324238443,"""My Grandma saw the water bottle trick and wanted to try it on my Grandad"" 😂😂👏",Grandma Does Water Bottle Trick On Grandad,video,https://www.facebook.com/uniladmag/videos/2691179324238443/,2017-04-04 11:19:01,225585,29069,108959,152859,14784,216,57682,25,19
146505212039213_2691146910908351,That reaction is amazing 😂😂,Cockatoo Hates His Nose Being Stolen,video,https://www.facebook.com/uniladmag/videos/2691146910908351/,2017-04-04 11:06:15,125817,23212,78519,91498,13818,191,20271,25,14
146505212039213_2691090040914038,Tag someone whose name is going extinct 😔,These Baby Names Are Going Extinct Because No One Uses Them Anymore,link,http://www.unilad.co.uk/news/these-baby-names-are-going-extinct-because-no-one-uses-them/,2017-04-04 10:25:04,2072,3938,1345,1785,17,28,159,79,4
146505212039213_2690740147615694,,UNILAD Fitness,video,https://www.facebook.com/UNILADFitness/videos/1693567024276434/,2017-04-04 10:05:15,9820,11227,4,7191,150,13,2449,9,8
146505212039213_2691033024253073,"This is so dark, but the police want you to see it....",Shocking Crime Scene Shows Reality Of Living With Domestic Violence,link,http://www.unilad.co.uk/crime/shocking-scene-reveals-reality-of-living-with-domestic-violence/,2017-04-04 09:19:20,2543,185,1254,1632,32,59,3,547,270
146505212039213_2690986667591042,This guy's sleight of hand skills just blew my mind 🙌🙌,Guy Has Insane Control Over Magic Ball,video,https://www.facebook.com/uniladmag/videos/2690986667591042/,2017-04-04 08:46:20,43908,5472,16306,38573,822,4302,194,7,10
146505212039213_2690977027592006,Imagine having this sort of party when you were 16 😳🤑,Floyd Mayweather's Son's 16th Birthday Present Was Insane,link,http://www.unilad.co.uk/gossip/floyd-mayweathers-sons-16th-birthday-party-was-insane/,2017-04-04 08:20:37,2902,373,170,2811,38,31,20,1,1
146505212039213_2690902344266141,"""My male husky turns into a real softy when I put my wolf outfit on..."" 😂😂🙌

via Newsflare",Male Husky Obsessed With Owner's Wolf Outfit,video,https://www.facebook.com/uniladmag/videos/2690902344266141/,2017-04-04 07:35:00,89126,18748,18940,70444,11463,90,7109,11,9
146505212039213_2690901797599529,Holy sh*t 😳😳😳,"Girl Hasn't Cut Her Nails For Three Years, Results Are Unreal",link,http://www.unilad.co.uk/health/girl-hasnt-cut-her-nails-for-three-years-results-are-unreal/,2017-04-04 07:11:15,2120,2539,251,1759,23,157,136,23,22
146505212039213_2689778464378529,"When you're being viciously attacked and couldn't care less 😂😂

via ViralHog",Cat Thinks Baby Is A Toy,video,https://www.facebook.com/uniladmag/videos/2689778464378529/,2017-04-04 06:28:11,67325,15481,33925,51660,5304,84,10224,14,39
146505212039213_2690810774275298,The truth is out...,Identity Of Man Everyone Thought Was Banksy Has Been Revealed,link,http://www.unilad.co.uk/video/identity-of-man-everyone-thought-was-banksy-has-been-revealed/,2017-04-04 05:53:07,448,88,23,424,10,2,10,0,2
146505212039213_2690698004286575,"These cats are more patient than me 😂🐱

by 貓界影帝 龍媽六寶一家都是戲子",Patient Cats Queue Up To Be Groomed,video,https://www.facebook.com/uniladmag/videos/2690698004286575/,2017-04-04 05:24:50,47722,9608,20152,35845,4685,630,6373,35,154
146505212039213_2690731017616607,Just a dog and his guinea pig best friend chilling in their sunglasses 😂😎,Dog And Guinea Pig Best Friend,video,https://www.facebook.com/uniladmag/videos/2690731017616607/,2017-04-04 04:42:22,110285,32407,54111,83976,7636,132,18528,9,4
146505212039213_2690705700952472,"He said he's always known, but today we have a name...",Suge Knight Finally Reveals Name Of Man He 'Knows' Killed Tupac,link,http://www.unilad.co.uk/crime/suge-knight-finally-reveals-name-of-man-he-knows-killed-tupac/,2017-04-04 04:11:49,3422,704,1030,3175,15,171,40,8,13
146505212039213_2690645160958526,There's no place for fat-shaming on the Internet.,Paris Jackson Responds Perfectly To Trolls Who Claim She's 'Got Fat',link,http://www.unilad.co.uk/creepy/paris-jackson-responds-perfectly-to-trolls-who-claim-shes-put-on-weight/,2017-04-04 03:30:54,1087,158,34,1009,53,4,15,1,5
146505212039213_2689793521043690,I wanna wake up to him every morning 😂😂,This Dog Is The Perfect Morning Alarm,video,https://www.facebook.com/uniladmag/videos/2689793521043690/,2017-04-04 02:55:00,212030,37403,82709,168793,37553,142,5517,17,8
146505212039213_2690538850969157,Well this is different... 👀👀,A New 50p Coin Is Going To Be Coloured And It Looks Amazing,link,http://www.unilad.co.uk/news/a-new-50p-coin-is-going-to-be-coloured-and-it-looks-amazing-beatrix-potter-peter-rabbit/,2017-04-04 02:18:15,1721,776,191,1638,43,33,6,0,1
146505212039213_2690498150973227,I love this pig 😂😂🐷,Meet Hank The Mini Pig,video,https://www.facebook.com/uniladmag/videos/2690498150973227/,2017-04-04 01:36:38,144215,73220,97101,107692,31279,186,5005,15,38
146505212039213_2689888127700896,"Touché Phil, touché! 😂😂😂",Phillip Schofield Responds To Joke About Length Of His Pubes Perfectly,link,http://www.unilad.co.uk/tv/phillip-schofield-responds-to-joke-about-length-of-his-pubes-perfectly/,2017-04-04 01:10:00,497,54,9,433,16,0,47,0,1
146505212039213_2689746561048386,"He found a way to get his ball without getting wet 😂👏🐶

via Newsflare",Dog Can Teach You A Thing About Bodyboarding,video,https://www.facebook.com/uniladmag/videos/2689746561048386/,2017-04-04 00:35:00,195091,28155,107678,159325,14132,4345,17260,21,9
146505212039213_2689852707704438,Conveniently he doesn't recall the 'assault'...👊,Portuguese Footballer Banned For Life For Brutally Attacking Referee,link,http://www.unilad.co.uk/sport/portuguese-footballer-banned-for-life-for-brutally-attacking-referee/,2017-04-04 00:00:00,515,74,32,458,12,22,13,2,8
146505212039213_2689733871049655,People like this... 🙄😂,Timeline Photos,photo,https://www.facebook.com/uniladmag/photos/a.352663588090040.76923.146505212039213/2689733871049655/?type=3,2017-04-03 23:25:00,54652,3525,7042,41681,491,31,12429,2,18
146505212039213_2689736111049431,This guy has discovered an absolutely genius travel hack.,Getting A Private Flight Is Now Cheaper Than Getting The Train In The UK,link,http://www.unilad.co.uk/featured/getting-a-private-flight-is-now-cheaper-than-getting-the-train-in-the-uk/,2017-04-03 22:50:00,7052,1438,1290,6393,101,194,355,5,4
146505212039213_2689741281048914,"Tag a mate to educate them 😂😂

by Casually Explained",Everything You Need To Know About Lifting,video,https://www.facebook.com/uniladmag/videos/2689741281048914/,2017-04-03 22:15:00,18570,18558,9455,14536,331,9,3686,3,5
146505212039213_2689745784381797,Clue: Absolutely f*cking ridiculous! 😂😂,Here's What The Tiger Attack In The Walking Dead Looked Like Without CGI,link,http://www.unilad.co.uk/news/heres-what-the-tiger-attack-in-the-walking-dead-looked-like-without-visual-effects/,2017-04-03 21:40:00,2066,1017,228,1812,31,16,204,0,3
146505212039213_2680370241986018,He put himself in danger to make sure the stranded motorcyclist made it to safety 👏👏,Heroic Truck Driver Saves Stranded Motorcyclist,video,https://www.facebook.com/uniladmag/videos/2680370241986018/,2017-04-03 21:05:00,124505,1576,20073,111812,10575,2004,90,14,10
146505212039213_2689805867709122,The result of hours under the needle...,Prince Jackson Gets Tattoo Tribute To His Father Michael Jackson,link,http://www.unilad.co.uk/video/prince-jackson-gets-tattoo-tribute-to-his-father-michael-jackson/,2017-04-03 20:30:00,878,169,56,800,55,4,16,2,1
146505212039213_2689448604411515,,UNILAD Gaming,video,https://www.facebook.com/UNILADGaming/videos/1524787454211793/,2017-04-03 19:55:00,6288,7427,3,3618,54,59,1591,33,933
146505212039213_2689749657714743,He's known as the 'Candyman'...,This Guy Sleeps With Four Women Every Night And His Wife Doesn't Mind,link,http://www.unilad.co.uk/life/this-guy-sleeps-with-four-women-every-night-and-his-wife-doesnt-mind/,2017-04-03 19:20:00,3771,1087,378,3113,73,183,335,19,48
146505212039213_2689750037714705,😂😂,Timeline Photos,photo,https://www.facebook.com/uniladmag/photos/a.352663588090040.76923.146505212039213/2689750037714705/?type=3,2017-04-03 18:37:35,57368,4449,5535,45631,289,57,11357,22,12
146505212039213_2689860774370298,The Deadman's legacy will never die!,Here's Why The Undertaker Will Go Down As The Greatest Ever Wrestler,link,http://www.unilad.co.uk/opinion/heres-why-the-undertaker-will-go-down-as-the-greatest-ever-wrestler/,2017-04-03 17:00:00,3845,168,281,3402,266,6,8,163,0
146505212039213_2690020774354298,"This is just.. perfect! 😂😂👏

via The Nightly Show ITV",John Legend Sings Gordon Ramsay Insults,video,https://www.facebook.com/uniladmag/videos/2690020774354298/,2017-04-03 16:30:00,208563,79605,216306,141267,9710,195,57325,34,34
146505212039213_2689769641046078,A lot of people missed this apparently... 🤔,Here's What The Wooden Soldier Meant In The Walking Dead Season Finale,link,http://www.unilad.co.uk/tv/heres-what-the-wooden-soldier-meant-in-the-walking-dead-season-finale/,2017-04-03 16:10:00,3829,1945,673,3645,117,23,37,5,2
146505212039213_2689998474356528,So much work went into this! 😂😂👏,Math Teacher Pulls Awesome Prank On Class,video,https://www.facebook.com/uniladmag/videos/2689998474356528/,2017-04-03 15:44:58,139016,12097,62508,115128,6891,1793,15177,14,13
146505212039213_2689867121036330,This is no way to focus during the big shop...,Girlfriend Wears Vibrating Underwear To Supermarket While Boyfriend Holds The Switch,link,http://www.unilad.co.uk/nsfw/boyfriend-tortures-girlfriend-in-hilariously-awkward-shopping-prank/,2017-04-03 14:40:00,7040,1073,1182,5816,112,33,1068,3,8
146505212039213_2689749141048128,The new IT Movie trailer placed shot for shot alongside the 1990 version is amazing 👏🎈,IT 2017 vs IT 1990,video,https://www.facebook.com/uniladmag/videos/2689749141048128/,2017-04-03 14:05:00,59580,24809,24657,52895,3376,2872,321,83,33
146505212039213_2689848554371520,Now we know...,Anonymous Reveals What The Government 'Really Found' In Antarctica,link,http://www.unilad.co.uk/creepy/anonymous-reveals-what-the-government-really-found-in-antarctica/,2017-04-03 13:30:00,1923,391,417,1779,27,15,99,1,2
146505212039213_2685920318097677,Have you ever been this drunk 😂😂😂,Have You Ever been This Drunk,video,https://www.facebook.com/uniladmag/videos/2685920318097677/,2017-04-03 12:47:56,82756,24669,34330,53987,1129,91,27527,15,7
146505212039213_2689783791044663,Awful scenes.,Police Shoot Dead Five Dangerous Dogs In Street After They Attack,link,http://www.unilad.co.uk/animals/police-shoot-dead-five-dangerous-dogs-in-street-after-they-attack-children/,2017-04-03 12:20:00,1811,518,191,937,26,20,19,334,475
146505212039213_2689775667712142,This naughty chimp just threw poo directly in their grandma's face 😳😂💩,Chimp At Zoo Throws Poo In Grandma's Face,video,https://www.facebook.com/uniladmag/videos/2689775667712142/,2017-04-03 11:22:34,95812,88802,99345,60942,650,3546,30371,189,114
146505212039213_2689761917713517,"""On the plus side it does make my ass look great."" 😂😂😂","Guy Orders Vest From Amazon, Gets Delivered A Dress Instead",link,http://www.unilad.co.uk/viral/guy-orders-vest-from-amazon-but-gets-delivered-a-dress-instead/,2017-04-03 11:06:13,1146,93,70,794,19,3,328,2,0
146505212039213_2689729427716766,"The daily struggle 😂😂

via ViralHog",Trying To Stay Awake In Work,video,https://www.facebook.com/uniladmag/videos/2689729427716766/,2017-04-03 10:41:39,62710,9151,24643,46654,4356,76,11368,183,73
146505212039213_2689675371055505,All these years later...,Tupac's Murder 'Has Finally Been Solved',link,http://www.unilad.co.uk/sound/truth-behind-tupacs-murder-has-been-revealed-says-suge-knight/,2017-04-03 09:50:00,10300,2116,5557,9365,73,558,208,53,43
146505212039213_10154646441980787,"""If you survive chemo, then you are a queen and you deserve a crown"" 🙂🙌

via BBC Three",Amazing Humans: Bald Is Beautiful,video,https://www.facebook.com/uniladmag/videos/10154646441980787/,2017-04-03 09:25:00,70090,1300,24342,54606,14224,1098,45,107,10
146505212039213_2689600971062945,This is so bad...,Couple Stuck Together During Sex Shamed Through Town On Stretcher,link,http://www.unilad.co.uk/crazy/adulterous-couple-found-stuck-together-paraded-through-street/,2017-04-03 08:32:54,1513,420,250,926,19,94,440,21,13
146505212039213_2688477557841953,This happy little guy! 😂😂,Happy Little Pup Having A Bath,video,https://www.facebook.com/uniladmag/videos/2688477557841953/,2017-04-03 08:09:01,161491,46375,57287,132295,25226,93,3751,46,80
146505212039213_2689543417735367,"Pretty much 😂😂😴

via Newsflare",What Monday Feels Like,video,https://www.facebook.com/uniladmag/videos/2689543417735367/,2017-04-03 07:44:34,20958,4235,5578,16405,204,29,4297,20,3
146505212039213_2689529104403465,BREAKING,Bomb Explosion In St Petersburg Leaves Many Casualties,link,http://www.unilad.co.uk/news/bomb-explosion-in-st-petersburg-leaves-many-casualties/,2017-04-03 07:20:54,4981,448,1481,2574,11,441,17,1680,258
146505212039213_2689513117738397,This puppy just found his safe place 😂😂,Puppy Finds His Safe Place,video,https://www.facebook.com/uniladmag/videos/2689513117738397/,2017-04-03 07:09:58,59923,11725,6185,48751,3850,75,7232,10,5
146505212039213_2689485497741159,Their final words were heartbreaking...,Couple Married For 71 Years Die Within Four Minutes Of Each Other,link,http://www.unilad.co.uk/news/elderly-couple-die-within-four-minutes-of-each-other-while-three-miles-apart/,2017-04-03 06:28:49,13929,614,915,7956,2046,162,12,3744,9
146505212039213_2689465211076521,"When you eat way too much and can't get back into your house 😂😂

via Viralvideouk",Greedy Hamster Can't Fit Through His Door,video,https://www.facebook.com/uniladmag/videos/2689465211076521/,2017-04-03 06:05:23,37519,15933,10115,27835,2201,65,7372,27,19
146505212039213_2689436314412744,She didn't manage as many as she wanted though...,Model Reveals How Many Blowjobs She Gave On Her Oral Sex Tour,link,http://www.unilad.co.uk/nsfw/italian-model-reveals-insane-final-tally-after-finishing-her-oral-sex-tour/,2017-04-03 05:20:40,3029,996,214,2595,56,36,317,11,14
146505212039213_2689399287749780,This doctor dresses up as a clown to brighten up his patient's days 😃🙌,Doctor Dresses As Clown For His Patients,video,https://www.facebook.com/uniladmag/videos/2689399287749780/,2017-04-03 04:46:00,87301,2159,17562,63503,22770,134,141,752,2
146505212039213_2689391414417234,Warning: Graphic footage.,Bullfighter Savagely Gored Through The Throat On His Debut,link,http://www.unilad.co.uk/nope/bullfighter-savagely-gored-through-the-throat-on-his-debut/,2017-04-03 04:17:20,4900,1785,335,2753,554,72,1426,56,39
146505212039213_2689367427752966,When you want something but you're too proud to beg. 😂🐶,When Your Dog Keeps Eyeing Up Your Food,video,https://www.facebook.com/uniladmag/videos/2689367427752966/,2017-04-03 03:47:27,68618,17478,24532,49556,3570,70,15198,138,86
146505212039213_2680596878630021,"Where did the weekend go 😭😢

via Newsflare",How I Feel About Monday,video,https://www.facebook.com/uniladmag/videos/2680596878630021/,2017-04-03 03:35:00,37154,7362,17517,29041,794,33,7064,194,28
146505212039213_2689340987755610,The end of a 27-year career for The Dead Man. Legend.,The Undertaker Leaves Hat And Coat In Ring In Emotional Goodbye At Wrestlemania 33,link,http://www.unilad.co.uk/sport/the-undertaker-leaves-hat-and-coat-in-ring-in-emotional-goodbye-at-wrestlemania-33/,2017-04-03 03:03:38,44125,3184,8568,34515,1468,492,99,7527,24
146505212039213_2689304287759280,Congratulations John Cena and Nikki Bella 👏 👏,John Cena Got Engaged To Nikki Bella At Wrestlemania 33,link,http://www.unilad.co.uk/video/john-cena-got-engaged-to-nikki-bella-at-wrestlemania-33/,2017-04-03 02:25:14,7514,318,177,6952,428,25,101,3,5
146505212039213_2688372881185754,This kitten takes boxing training seriously 😂💪,Kitten Boxing In The Bath,video,https://www.facebook.com/uniladmag/videos/2688372881185754/,2017-04-03 01:50:21,67715,16903,26501,55306,5660,37,6706,5,1
146505212039213_2688203064536069,Those cheeks are the perfect stress ball 😂👌,Dog Has Squishiest Cheeks,video,https://www.facebook.com/uniladmag/videos/2688203064536069/,2017-04-03 01:15:00,41230,7829,10626,33480,4875,58,2789,9,19
146505212039213_2688562664500109,Justice served for terribly parked BMW 😂,Furious Driver Rams Badly Parked BMW Into Parking Spot,link,http://www.unilad.co.uk/viral/furious-driver-rams-badly-parked-bmw-into-parking-spot/,2017-04-03 00:40:00,2949,501,287,2326,118,35,438,4,28
146505212039213_2688369757852733,LIKE UNILAD Gaming for more!,UNILAD Gaming,video,https://www.facebook.com/UNILADGaming/videos/1504959779527894/,2017-04-03 00:05:00,6007,3142,0,5466,282,209,45,3,2
146505212039213_2688516874504688,The TV star stepped in to help a dog in need 👏👏👏,"Ryan Seacrest Spends $8,000 On Surgery For Fan's Pit Bull",link,http://www.unilad.co.uk/animals/ryan-seacrest-spends-8000-on-surgery-for-fans-pit-bull/,2017-04-02 23:30:00,4298,43,104,3715,519,56,6,1,1
146505212039213_2688370791185963,It actually works 😂,Timeline Photos,photo,https://www.facebook.com/uniladmag/photos/a.352663588090040.76923.146505212039213/2688370791185963/?type=3,2017-04-02 22:45:00,28435,9599,2095,21547,272,42,6564,7,3
146505212039213_2687620531260989,Anyone can help make the world a safer place! ✋✋,Woman Stops Terror Attack By Reporting Man With Too Much Fertiliser,link,http://www.unilad.co.uk/crime/woman-stops-terror-attack-by-reporting-man-with-too-much-fertiliser/,2017-04-02 22:20:00,5520,286,475,5138,190,154,28,1,9
146505212039213_2688404457849263,"How to open a coconut like a BOSS! 😂😂

via Viralvideouk",Guy Opens Coconut With Teeth,video,https://www.facebook.com/uniladmag/videos/2688404457849263/,2017-04-02 21:45:00,9488,2234,2439,6904,68,1752,753,10,1
146505212039213_2687611071261935,How far would you go for rare menu items in McDonald's?,You Can Buy Pizza In McDonald's If You're Determined,link,http://www.unilad.co.uk/grub/you-can-buy-pizza-in-mcdonalds-if-youre-determined/,2017-04-02 21:10:00,1537,372,295,1402,51,61,21,1,1
146505212039213_2688524571170585,Battleship Beer Pong looks awesome! Tag someone you'd whoop 😂🙌,Battleship Beer Pong,video,https://www.facebook.com/uniladmag/videos/2688524571170585/,2017-04-02 20:45:00,13948,8010,5774,12868,408,122,546,0,4
146505212039213_2688525504503825,This is brilliantly cruel 😁,Strangers Completely Ruin Creative Marriage Proposal Attempt,link,http://www.unilad.co.uk/relationships/strangers-completely-ruin-creative-marriage-proposal-attempt/,2017-04-02 20:00:00,225,20,11,203,8,0,11,2,1
146505212039213_2688855941137448,"This thing is MASSIVE! Tag someone who would love this giant chicken nugget 😂😂

by HellthyJunkFood",How To Make A Giant Chicken Nugget,video,https://www.facebook.com/uniladmag/videos/2688855941137448/,2017-04-02 19:25:00,15497,19748,7973,12995,1291,398,774,20,19
146505212039213_2688505297839179,"He was targeted for being an eyesore, but other yellow car owners backed him up 😂😂",Hundreds Of Yellow Cars Swamp Village After Pensioner Gets Vandalised,link,http://www.unilad.co.uk/news/hundreds-of-yellow-cars-swamp-village-after-pensioner-gets-vandalised/,2017-04-02 18:50:00,11493,1069,794,10229,781,28,452,3,0
146505212039213_2688882021134840,So true 👌,Timeline Photos,photo,https://www.facebook.com/uniladmag/photos/a.352663588090040.76923.146505212039213/2688882021134840/?type=3,2017-04-02 18:21:33,156279,33590,38413,136558,9026,113,10554,22,6
146505212039213_2687351667954542,So many hormones 😘😳😳😳,Attractive Teachers Reveal Cringe Stories Of Students With Crushes,link,http://www.unilad.co.uk/relationships/teachers-reveal-cringe-stories-of-students-having-a-crush-on-them/,2017-04-02 17:40:00,3852,785,366,3469,43,30,303,2,5
146505212039213_2688870144469361,This dog's sneeze is amazing 😂😂 (Tap 🔊 ),Dog Has A Hilarious Sneeze,video,https://www.facebook.com/uniladmag/videos/2688870144469361/,2017-04-02 16:55:50,29899,8615,15239,21190,1113,41,7526,17,12
146505212039213_2688565107833198,A badge and a gun can't protect you from rodents 😂😂😂,Cop Caught On CCTV Running Away From A Mouse,link,http://www.unilad.co.uk/animals/cop-caught-on-cctv-running-away-from-a-mouse/,2017-04-02 16:30:00,5658,324,658,3582,82,13,1973,6,2
146505212039213_2688824547807254,Mom had to break up these arguing Rottweiler brothers... 😂😂,Rottweiler Brothers Having An Argument,video,https://www.facebook.com/uniladmag/videos/2688824547807254/,2017-04-02 16:05:44,44599,7108,9639,34177,2583,202,7608,12,17
146505212039213_2688534374502938,Dog gets confused by phone flashlight 😂😂,Dog Gets Confused By Phone Light,video,https://www.facebook.com/uniladmag/videos/2688534374502938/,2017-04-02 14:46:58,49736,7416,13426,38122,2504,59,9016,21,14
146505212039213_2688575394498836,"Meanwhile in Thailand...😳😳

via ViralHog",Monster Lizard Turns Up At Front Door,video,https://www.facebook.com/uniladmag/videos/2688575394498836/,2017-04-02 13:38:07,81973,58158,35338,60474,1007,14480,5596,258,158
